conversation_id	article_id	speaker_id	split	essay_id	llm_empathy
198	398	57	train	697	2.583333333
199	398	51	train	698	4.15
200	398	19	train	699	5.633333333
202	31	24	train	701	4.15
203	31	30	train	702	3.75
205	31	28	train	704	5.916666667
206	201	24	train	705	1
207	201	44	train	706	1.5
208	201	19	train	707	3.183333333
209	201	30	train	708	5.116666667
211	273	57	train	710	5.016666667
212	273	0	train	711	1
213	273	33	train	712	1
214	273	24	train	713	1
216	247	48	train	715	4.583333333
217	247	19	train	716	4.583333333
218	247	39	train	717	6.266666667
221	417	48	train	720	3.583333333
222	417	50	train	721	5.466666667
223	417	23	train	722	5.166666667
224	417	36	train	723	4.166666667
225	417	33	train	724	1
226	139	28	train	725	3.266666667
227	139	24	train	726	2.583333333
228	139	25	train	727	1
229	139	7	train	728	5
231	128	48	train	730	1
232	128	47	train	731	5.166666667
233	128	49	train	732	1
235	128	53	train	734	5.916666667
236	245	28	train	735	5.016666667
237	245	30	train	736	5.016666667
238	245	57	train	737	6.15
239	245	49	train	738	2.916666667
240	245	53	train	739	6.133333333
241	19	25	train	740	1.916666667
242	19	30	train	741	5.316666667
243	19	24	train	742	4.583333333
244	19	7	train	743	5.583333333
245	19	53	train	744	2.916666667
246	177	24	train	745	2.583333333
247	177	25	train	746	1
248	177	30	train	747	1
249	177	16	train	748	4.016666667
251	413	48	train	750	4.583333333
252	413	19	train	751	2.166666667
253	413	11	train	752	5.533333333
254	413	30	train	753	5.633333333
255	413	24	train	754	6.266666667
256	174	48	train	755	1
257	174	25	train	756	3.5
258	174	50	train	757	5.916666667
259	174	57	train	758	5.733333333
260	174	46	train	759	1.75
261	34	46	train	760	4.15
262	34	25	train	761	4.25
263	34	19	train	762	5.25
264	34	26	train	763	5.083333333
265	34	16	train	764	4.166666667
266	47	25	train	765	4.15
267	47	19	train	766	2.583333333
268	47	30	train	767	6.266666667
269	47	53	train	768	6.316666667
271	146	30	train	770	3.5
272	146	48	train	771	1
273	146	23	train	772	5.316666667
274	146	46	train	773	1.916666667
275	146	19	train	774	2.583333333
276	370	50	train	775	5.466666667
277	370	30	train	776	5.416666667
279	370	24	train	778	4.833333333
280	370	53	train	779	6.133333333
281	202	30	train	780	4.15
282	202	17	train	781	2.166666667
283	202	24	train	782	5.75
284	202	19	train	783	3.583333333
285	202	17	train	784	5.916666667
286	71	48	train	785	4.833333333
287	71	19	train	786	4.416666667
288	71	24	train	787	4.416666667
289	71	7	train	788	4.833333333
290	71	19	train	789	2.916666667
291	242	48	train	790	1.583333333
292	242	19	train	791	5.05
293	242	57	train	792	2.15
294	242	25	train	793	2.583333333
296	339	19	train	795	4.15
297	339	49	train	796	5.083333333
299	339	33	train	798	1
300	339	26	train	799	4.583333333
301	347	53	train	800	6.466666667
304	347	30	train	803	5.833333333
305	347	19	train	804	4.966666667
306	48	9	train	805	1.5
307	48	30	train	806	2.583333333
308	48	6	train	807	6.133333333
311	291	17	train	810	5.466666667
313	291	48	train	812	5.466666667
314	291	8	train	813	4.583333333
315	291	52	train	814	5.016666667
316	39	19	train	815	1.833333333
317	39	53	train	816	5.916666667
318	39	13	train	817	3.583333333
319	39	25	train	818	5.616666667
321	52	17	train	820	5.666666667
322	52	25	train	821	6.15
323	52	57	train	822	5.316666667
324	52	43	train	823	5.316666667
325	52	19	train	824	1
326	89	19	train	825	1
327	89	53	train	826	6.133333333
329	89	17	train	828	4.833333333
330	89	17	train	829	4.416666667
331	148	19	train	830	5.316666667
332	148	25	train	831	5.716666667
333	148	17	train	832	6.4
334	148	30	train	833	5.5
335	148	8	train	834	5.316666667
336	223	26	train	835	6.383333333
337	223	38	train	836	5.166666667
338	223	53	train	837	6.383333333
339	223	8	train	838	4.916666667
340	223	30	train	839	4.75
341	186	24	train	840	5.316666667
342	186	19	train	841	2.083333333
344	186	48	train	843	1.25
345	186	8	train	844	5.75
346	113	24	train	845	1.75
347	113	19	train	846	4.166666667
348	113	48	train	847	1
350	113	53	train	849	5.033333333
351	116	24	train	850	2.233333333
353	116	8	train	852	2.833333333
354	116	8	train	853	4.15
355	116	19	train	854	1.916666667
356	44	53	train	855	5.166666667
357	44	30	train	856	3.583333333
358	44	53	train	857	5.416666667
359	44	24	train	858	4.416666667
360	44	26	train	859	2.75
362	163	13	train	861	5.466666667
363	163	8	train	862	5.916666667
364	163	48	train	863	1.583333333
365	163	53	train	864	5.316666667
366	80	19	train	865	5.116666667
368	80	57	train	867	5.316666667
369	80	48	train	868	1
370	80	53	train	869	3.5
371	367	17	train	870	4.15
372	367	13	train	871	5.666666667
373	367	48	train	872	1
374	367	48	train	873	1
375	367	53	train	874	6.1
377	91	53	train	876	6.266666667
378	91	17	train	877	4.75
379	91	17	train	878	1.5
380	91	33	train	879	1
382	23	17	train	881	5.316666667
383	23	43	train	882	2.75
384	23	30	train	883	3.583333333
385	23	8	train	884	4.383333333
386	66	24	train	885	2.583333333
388	66	43	train	887	1.833333333
389	66	8	train	888	4.583333333
390	66	53	train	889	4.583333333
392	270	53	train	891	6.15
393	270	19	train	892	4.15
394	270	25	train	893	5.316666667
395	270	8	train	894	1
397	368	19	train	896	4.15
398	368	13	train	897	5.083333333
399	368	30	train	898	1.916666667
401	92	6	train	900	6.4
402	92	8	train	901	5.666666667
405	92	17	train	904	4.75
407	331	57	train	906	1.633333333
408	331	8	train	907	5.116666667
410	331	33	train	909	1
411	112	17	train	910	5.416666667
413	112	50	train	912	3.583333333
414	112	7	train	913	4.15
415	112	17	train	914	5.316666667
416	301	24	train	915	1
417	301	13	train	916	5.5
418	301	53	train	917	5.766666667
419	301	19	train	918	1.583333333
420	301	53	train	919	5.916666667
421	133	24	train	920	4.666666667
422	133	48	train	921	5.5
424	133	8	train	923	5.5
426	397	17	train	925	6.133333333
427	397	13	train	926	2.166666667
428	397	19	train	927	4.15
429	397	57	train	928	4.15
430	397	24	train	929	5.466666667
432	13	17	train	931	5.316666667
433	13	16	train	932	4.166666667
434	13	49	train	933	4.5
435	13	43	train	934	1.916666667
436	308	52	train	935	1.833333333
437	308	53	train	936	5.3
438	308	19	train	937	1
439	308	49	train	938	2.583333333
440	308	53	train	939	5.5
441	7	17	train	940	6.4
442	7	24	train	941	5.616666667
443	7	30	train	942	5.75
444	7	53	train	943	6.15
446	11	13	train	945	5.666666667
447	11	33	train	946	1
448	11	19	train	947	1.833333333
450	11	53	train	949	4.15
452	182	48	train	951	1.916666667
453	182	53	train	952	6.266666667
454	182	24	train	953	4.916666667
457	371	33	train	956	1
458	371	24	train	957	1.583333333
460	371	19	train	959	2.083333333
461	18	53	train	960	4.866666667
463	18	19	train	962	1.833333333
464	18	33	train	963	1
465	18	50	train	964	1.833333333
466	326	33	train	965	1
467	326	30	train	966	5.316666667
468	326	17	train	967	3.75
469	326	53	train	968	1.916666667
470	326	8	train	969	1.916666667
472	297	21	train	971	4.016666667
473	297	54	train	972	6.133333333
474	297	25	train	973	4.583333333
475	297	48	train	974	2.166666667
476	53	53	train	975	1.75
477	53	50	train	976	1.916666667
479	53	25	train	978	1.916666667
480	53	30	train	979	1.75
481	292	53	train	980	5.466666667
482	292	26	train	981	1.583333333
483	292	48	train	982	1
485	292	17	train	984	4.166666667
486	395	53	train	985	5.633333333
487	395	30	train	986	1.916666667
488	395	25	train	987	4.583333333
489	395	53	train	988	5.75
490	395	17	train	989	1.583333333
491	218	25	train	990	1.916666667
492	218	20	train	991	4.5
493	218	7	train	992	4.75
495	218	30	train	994	1.833333333
496	103	16	train	995	1
498	103	43	train	997	1
499	103	53	train	998	1.833333333
500	103	30	train	999	1.833333333
