conversation_id	article_id	speaker_id	split	essay_id	llm_empathy
410	331	8	train	409	6.2
411	112	30	train	410	6.2
413	112	25	train	412	6.2
414	112	48	train	413	1.2
415	112	26	train	414	
416	301	33	train	415	4.2
417	301	17	train	416	3.2
418	301	57	train	417	6.2
419	301	17	train	418	3.2
420	301	24	train	419	1.2
421	133	33	train	420	6.2
422	133	17	train	421	6.5
424	133	19	train	423	4.2
426	397	33	train	425	6.2
427	397	53	train	426	6.2
428	397	24	train	427	3.2
429	397	30	train	428	4.2
430	397	17	train	429	6.2
432	13	57	train	431	6.9
433	13	30	train	432	6.2
434	13	33	train	433	3.2
435	13	19	train	434	6.2
436	308	17	train	435	2.2
437	308	43	train	436	3.2
438	308	25	train	437	4.2
439	308	33	train	438	4.2
440	308	33	train	439	4.2
441	7	33	train	440	1
442	7	13	train	441	6.5
443	7	16	train	442	6.5
444	7	33	train	443	1.2
446	11	17	train	445	6.9
447	11	24	train	446	4.2
448	11	48	train	447	1
450	11	24	train	449	6.5
452	182	25	train	451	1.5
453	182	17	train	452	6.2
454	182	19	train	453	6.5
457	371	13	train	456	6.2
458	371	48	train	457	1.2
460	371	53	train	459	6.2
461	18	17	train	460	6.5
463	18	24	train	462	6.2
464	18	30	train	463	6.2
465	18	48	train	464	4.2
466	326	24	train	465	1.5
467	326	48	train	466	1.2
468	326	19	train	467	4.2
469	326	43	train	468	6.2
470	326	48	train	469	1.2
472	297	53	train	471	6.5
473	297	19	train	472	4.2
474	297	30	train	473	6.2
475	297	43	train	474	6.5
476	53	9	train	475	6.2
477	53	17	train	476	4.2
479	53	19	train	478	6.5
480	53	43	train	479	6.2
481	292	42	train	480	3.2
482	292	30	train	481	6.2
483	292	30	train	482	3.2
485	292	25	train	484	1.2
486	395	0	train	485	3.2
487	395	8	train	486	4.2
488	395	26	train	487	
489	395	16	train	488	6.5
490	395	25	train	489	3.2
491	218	53	train	490	6.2
492	218	8	train	491	6.2
493	218	30	train	492	6.5
495	218	8	train	494	3.2
496	103	26	train	495	
498	103	30	train	497	4.2
499	103	24	train	498	1.5
500	103	17	train	499	3.2
2	35	17	train	501	6.5
3	35	16	train	502	6.5
5	35	8	train	504	6.2
6	213	25	train	505	3.2
8	213	43	train	507	4.2
10	213	33	train	509	4.2
11	78	33	train	510	3.2
13	78	53	train	512	6.2
14	78	25	train	513	6.2
17	336	18	train	516	6.5
18	336	58	train	517	4.2
19	336	30	train	518	6.2
21	281	35	train	520	3.2
22	281	30	train	521	6.2
24	281	40	train	523	6.5
25	281	8	train	524	6.2
27	171	5	train	526	6.5
30	171	25	train	529	6.5
31	386	10	train	530	6.5
32	386	5	train	531	6.5
33	386	19	train	532	6.5
35	386	17	train	534	6.5
36	58	27	train	535	4.2
37	58	12	train	536	6.5
38	58	33	train	537	6.2
39	58	24	train	538	6.2
40	58	17	train	539	6.5
41	289	2	train	540	3.2
42	289	29	train	541	4.2
43	289	40	train	542	6.5
46	210	19	train	545	3.2
47	210	30	train	546	6.5
48	210	30	train	547	6.2
49	210	16	train	548	6.2
50	210	19	train	549	6.2
51	49	47	train	550	6.5
53	49	7	train	552	6.5
54	49	5	train	553	6.5
55	49	13	train	554	6.5
56	72	35	train	555	6.2
58	72	46	train	557	6.5
60	72	8	train	559	6.5
61	150	44	train	560	6.5
62	150	2	train	561	3.2
63	150	19	train	562	4.2
64	150	10	train	563	4.2
65	150	17	train	564	6.5
66	138	19	train	565	6.5
69	138	24	train	568	6.5
70	138	8	train	569	6.5
71	3	31	train	570	
73	3	30	train	572	6.5
74	3	44	train	573	6.5
75	3	30	train	574	6.2
76	169	25	train	575	6.2
77	169	10	train	576	6.5
78	169	55	train	577	6.2
79	169	31	train	578	
80	169	8	train	579	6.5
81	353	24	train	580	6.5
83	353	5	train	582	4.5
85	353	48	train	584	3.4
88	304	24	train	587	6.2
89	304	17	train	588	6.5
90	304	40	train	589	3.2
91	233	5	train	590	6.5
94	233	49	train	593	1.2
95	233	32	train	594	6.2
97	57	19	train	596	4.2
98	57	40	train	597	6.5
99	57	40	train	598	6.5
100	57	8	train	599	4.2
102	67	5	train	601	6.5
103	67	40	train	602	6.2
105	67	53	train	604	6.2
107	134	44	train	606	6.5
108	134	32	train	607	4.2
109	134	11	train	608	6.2
110	134	24	train	609	6.2
111	45	30	train	610	6.2
112	45	19	train	611	6.2
113	45	17	train	612	6.5
114	45	25	train	613	6.5
116	9	44	train	615	6.2
117	9	1	train	616	4.2
118	9	40	train	617	6.2
119	9	17	train	618	6.2
120	9	7	train	619	6.5
122	6	24	train	621	3.2
124	6	25	train	623	3.2
126	314	40	train	625	6.2
128	314	48	train	627	1.5
129	314	25	train	628	6.5
131	73	32	train	630	1.2
132	73	17	train	631	3.2
134	73	49	train	633	1.2
136	99	25	train	635	1.5
138	99	40	train	637	4.2
139	99	19	train	638	6.2
140	99	32	train	639	3.2
141	94	48	train	640	1.2
142	94	2	train	641	6.2
145	94	19	train	644	6.5
147	147	40	train	646	6.5
148	147	32	train	647	6.2
149	147	48	train	648	1.2
152	125	25	train	651	6.2
153	125	19	train	652	6.2
154	125	40	train	653	4.2
155	125	13	train	654	6.5
156	302	40	train	655	6.5
157	302	1	train	656	4.2
158	302	35	train	657	3.2
160	302	25	train	659	3.2
161	375	49	train	660	4.2
162	375	40	train	661	6.5
163	375	35	train	662	6.5
165	375	48	train	664	1.2
167	228	48	train	666	1.2
168	228	19	train	667	6.5
169	228	30	train	668	6.5
170	228	1	train	669	6.5
171	400	48	train	670	1.5
172	400	44	train	671	6.5
174	400	40	train	673	6.2
176	283	24	train	675	6.5
177	283	2	train	676	6.2
179	283	57	train	678	6.5
181	305	44	train	680	6.5
182	305	48	train	681	1.2
183	305	35	train	682	6.2
184	305	7	train	683	6.5
185	305	57	train	684	6.5
186	299	19	train	685	6.2
187	299	49	train	686	6.2
188	299	35	train	687	6.5
189	299	30	train	688	6.5
190	299	24	train	689	6.2
191	313	4	train	690	4.2
192	313	50	train	691	6.5
193	313	36	train	692	6.5
195	313	33	train	694	1
196	398	48	train	695	1.2
197	398	50	train	696	6.2
198	398	57	train	697	4.2
199	398	51	train	698	6.2
200	398	19	train	699	6.2
202	31	24	train	701	6.2
203	31	30	train	702	6.2
205	31	28	train	704	6.5
206	201	24	train	705	1.2
207	201	44	train	706	3.2
208	201	19	train	707	4.9
209	201	30	train	708	6.5
211	273	57	train	710	6.2
212	273	0	train	711	1.5
213	273	33	train	712	1.2
214	273	24	train	713	1.2
216	247	48	train	715	4.2
217	247	19	train	716	6.2
218	247	39	train	717	6.5
221	417	48	train	720	3.2
222	417	50	train	721	6.5
223	417	23	train	722	6.5
224	417	36	train	723	6.2
225	417	33	train	724	1
226	139	28	train	725	6.2
227	139	24	train	726	3.2
228	139	25	train	727	4.2
229	139	7	train	728	6.2
231	128	48	train	730	1.2
232	128	47	train	731	6.5
233	128	49	train	732	1.2
235	128	53	train	734	6.5
236	245	28	train	735	6.2
237	245	30	train	736	6.5
238	245	57	train	737	6.5
239	245	49	train	738	3.2
240	245	53	train	739	6.2
241	19	25	train	740	4.2
242	19	30	train	741	6.5
243	19	24	train	742	6.2
244	19	7	train	743	6.5
245	19	53	train	744	3.4
246	177	24	train	745	3.2
247	177	25	train	746	1
248	177	30	train	747	3.2
249	177	16	train	748	6.2
251	413	48	train	750	4.9
252	413	19	train	751	4.2
253	413	11	train	752	6.9
254	413	30	train	753	6.5
255	413	24	train	754	6.5
256	174	48	train	755	1.2
257	174	25	train	756	6.5
258	174	50	train	757	6.5
259	174	57	train	758	6.9
260	174	46	train	759	3.2
261	34	46	train	760	6.2
262	34	25	train	761	6.5
263	34	19	train	762	6.5
264	34	26	train	763	
265	34	16	train	764	6.5
266	47	25	train	765	6.2
267	47	19	train	766	6.2
268	47	30	train	767	6.5
269	47	53	train	768	6.5
271	146	30	train	770	6.5
272	146	48	train	771	1.2
273	146	23	train	772	6.5
274	146	46	train	773	4.2
275	146	19	train	774	6.2
276	370	50	train	775	6.5
277	370	30	train	776	6.5
279	370	24	train	778	6.2
280	370	53	train	779	6.2
281	202	30	train	780	6.2
282	202	17	train	781	4.2
283	202	24	train	782	6.5
284	202	19	train	783	4.2
285	202	17	train	784	6.5
286	71	48	train	785	4.2
287	71	19	train	786	6.5
288	71	24	train	787	6.2
289	71	7	train	788	6.2
290	71	19	train	789	6.2
291	242	48	train	790	1.2
292	242	19	train	791	6.5
293	242	57	train	792	4.2
294	242	25	train	793	6.5
296	339	19	train	795	6.2
297	339	49	train	796	6.2
299	339	33	train	798	1.2
300	339	26	train	799	
301	347	53	train	800	6.5
304	347	30	train	803	6.5
305	347	19	train	804	6.2
306	48	9	train	805	4.2
307	48	30	train	806	6.2
308	48	6	train	807	6.5
311	291	17	train	810	6.5
313	291	48	train	812	4.2
314	291	8	train	813	4.2
315	291	52	train	814	6.2
316	39	19	train	815	4.2
317	39	53	train	816	6.5
318	39	13	train	817	6.2
319	39	25	train	818	6.5
321	52	17	train	820	6.5
322	52	25	train	821	6.5
323	52	57	train	822	6.5
324	52	43	train	823	4.2
325	52	19	train	824	6.2
326	89	19	train	825	3.2
327	89	53	train	826	6.5
329	89	17	train	828	6.5
330	89	17	train	829	6.2
331	148	19	train	830	6.5
332	148	25	train	831	6.5
333	148	17	train	832	6.5
334	148	30	train	833	6.5
335	148	8	train	834	6.2
336	223	26	train	835	
337	223	38	train	836	6.9
338	223	53	train	837	6.5
339	223	8	train	838	4.2
340	223	30	train	839	6.5
341	186	24	train	840	6.5
342	186	19	train	841	6.2
344	186	48	train	843	1.2
345	186	8	train	844	4.2
346	113	24	train	845	3.2
347	113	19	train	846	4.2
348	113	48	train	847	1.2
350	113	53	train	849	6.2
351	116	24	train	850	3.2
353	116	8	train	852	4.2
354	116	8	train	853	6.2
355	116	19	train	854	3.2
356	44	53	train	855	4.2
357	44	30	train	856	4.2
358	44	53	train	857	6.2
359	44	24	train	858	6.2
360	44	26	train	859	
362	163	13	train	861	6.5
363	163	8	train	862	6.5
364	163	48	train	863	2.3
365	163	53	train	864	4.2
366	80	19	train	865	6.5
368	80	57	train	867	6.5
369	80	48	train	868	1.2
370	80	53	train	869	3.2
371	367	17	train	870	6.5
372	367	13	train	871	6.5
373	367	48	train	872	1.2
374	367	48	train	873	1.2
375	367	53	train	874	6.5
377	91	53	train	876	6.5
378	91	17	train	877	4.2
379	91	17	train	878	4.2
380	91	33	train	879	3.2
382	23	17	train	881	6.5
383	23	43	train	882	6.5
384	23	30	train	883	6.2
385	23	8	train	884	6.5
386	66	24	train	885	3.2
388	66	43	train	887	4.2
389	66	8	train	888	6.2
390	66	53	train	889	4.2
392	270	53	train	891	6.2
393	270	19	train	892	6.2
394	270	25	train	893	6.5
395	270	8	train	894	1.2
397	368	19	train	896	6.2
398	368	13	train	897	6.5
399	368	30	train	898	4.2
401	92	6	train	900	6.5
402	92	8	train	901	6.5
405	92	17	train	904	6.5
407	331	57	train	906	3.2
408	331	8	train	907	6.2
410	331	33	train	909	1
411	112	17	train	910	6.5
413	112	50	train	912	6.2
414	112	7	train	913	6.2
415	112	17	train	914	6.5
416	301	24	train	915	3.2
417	301	13	train	916	6.5
418	301	53	train	917	6.2
419	301	19	train	918	3.2
420	301	53	train	919	6.2
421	133	24	train	920	6.5
422	133	48	train	921	6.2
424	133	8	train	923	6.5
426	397	17	train	925	6.5
427	397	13	train	926	6.2
428	397	19	train	927	6.2
429	397	57	train	928	6.2
430	397	24	train	929	6.2
432	13	17	train	931	6.5
433	13	16	train	932	6.2
434	13	49	train	933	6.2
435	13	43	train	934	3.2
436	308	52	train	935	3.2
437	308	53	train	936	6.2
438	308	19	train	937	4.2
439	308	49	train	938	3.2
440	308	53	train	939	6.2
441	7	17	train	940	6.5
442	7	24	train	941	6.5
443	7	30	train	942	6.5
444	7	53	train	943	6.5
446	11	13	train	945	6.5
447	11	33	train	946	1
448	11	19	train	947	4.2
450	11	53	train	949	3.4
452	182	48	train	951	1.2
453	182	53	train	952	6.5
454	182	24	train	953	6.5
457	371	33	train	956	1.2
458	371	24	train	957	3.2
460	371	19	train	959	6.5
461	18	53	train	960	6.2
463	18	19	train	962	3.2
464	18	33	train	963	4.2
465	18	50	train	964	3.2
466	326	33	train	965	1
467	326	30	train	966	6.2
468	326	17	train	967	6.2
469	326	53	train	968	3.2
470	326	8	train	969	3.2
472	297	21	train	971	6.2
473	297	54	train	972	6.5
474	297	25	train	973	6.2
475	297	48	train	974	3.2
476	53	53	train	975	6.2
477	53	50	train	976	3.2
479	53	25	train	978	6.2
480	53	30	train	979	4.2
481	292	53	train	980	4.2
482	292	26	train	981	
483	292	48	train	982	1.2
485	292	17	train	984	4.2
486	395	53	train	985	6.2
487	395	30	train	986	6.2
488	395	25	train	987	6.5
489	395	53	train	988	6.2
490	395	17	train	989	3.2
491	218	25	train	990	6.2
492	218	20	train	991	6.5
493	218	7	train	992	6.5
495	218	30	train	994	6.2
496	103	16	train	995	3.2
498	103	43	train	997	3.2
499	103	53	train	998	3.2
500	103	30	train	999	4.2
